//ID	µØÍ¼±àºÅ	»»ËãºóX×ø±ê	»»ËãºóY×ø±ê	»»ËãºóZ×ø±ê
8524	a17	-104.95	257.35	-96.18
8524	a17	148.78	257.26	295.48
8525	a17	53.21	257.5	-80.79
8526	a17	139.2	257.35	243.27
8526	a17	-166.15	257.26	218.04
8527	a17	33.04	257.35	107.48
8528	a17	98.28	257.35	121.79
8528	a17	-212.67	253.65	456.49
8529	a17	-217.53	254.12	389.16
8529	a17	162.12	257.35	281.91
8530	a17	-79.52	257.35	306.57
8531	world	-1200.09	190.92	3141.63
8542	world	-2526.01	217.83	4087.56
8542	world	-1515.62	221.85	4237.08
8542	world	-758.83	230.83	4225.78
8542	world	980.1	219.18	4108.79
8542	world	2645.29	252.09	4188.28
8542	world	-2692.81	379.02	3094.85
8542	world	-2833.96	379.04	3078.85
8542	world	-2460.97	218.33	2719.2
8542	world	-2132.5	241.53	3110.09
8542	world	-2516.55	218.1	3441.05
8542	world	-2808.63	379.02	3112.41
8542	world	-1415.82	218.93	2654.99
8542	world	-689.77	219.88	2756.89
8542	world	401.23	266	3207.83
8542	world	349.78	270.01	3238.17
8542	world	961.97	225.09	3196.75
8542	world	303.48	270.01	3264.43
8542	world	441.3	266	3449.68
8542	world	1550.36	243.36	3321.24
8542	world	2407.91	218.86	2819.07
8542	world	-2700.98	218.01	1972.49
8542	world	-1709.8	222.02	2295.63
8542	world	-286.26	223.91	2141.46
8542	world	308.05	221.01	1876.74
8542	world	2105.2	222.01	1658.79
8542	world	-2832.21	534.89	905.12
8542	world	-1520.43	255.93	998.28
8542	world	-1516.77	254.13	875.55
8542	world	-1448.49	247.71	1175.56
8542	world	-1409.44	253.64	869.13
8542	world	175.98	228.45	980
8542	world	1849.78	222.17	1336.25
8542	world	1398.01	221.56	734.14
8542	world	1301.84	219.61	1097.14
8542	world	1410.46	219.61	1360.47
8542	world	1556.4	222.85	855.98
8542	world	1561.62	234.66	1266.87
8542	world	1282.69	219.61	1003.27
8542	world	2771.58	218.84	690.39
8542	world	-2729.27	523.01	408.54
8542	world	-1704.4	219.83	42.52
8542	world	-93.77	219.18	-297.18
8542	world	460.11	218.76	182.42
8542	world	1887.67	242.57	180.32
8542	world	2462.57	219.52	155.86
8542	world	-2188.81	496.27	-747.29
8542	world	-1848.81	524.02	-1337.64
8542	world	-857.82	219.2	-1383.75
8542	world	-763.48	218.98	-1239.73
8542	world	-866.54	223.29	-1189.3
8542	world	-626.18	219.54	-1360.92
8542	world	262.35	220.8	-905.03
8542	world	1398	218.89	-1367.28
8542	world	2404.39	234.69	-784.57
8542	world	-2893.07	525.78	-2358.16
8542	world	-1886.5	524	-2440.15
8542	world	-301.82	220.14	-1996.13
8542	world	709.41	255.56	-2259.49
8542	world	1463.13	229.16	-1747.91
8542	world	2505.27	278.95	-1769.03
8542	world	2601.54	234.69	-1852.94
8542	world	2640.45	228.06	-1796.75
8542	a21	782.71	196.03	-447.18
8542	a21	-583.9	198.14	450.51
8542	a22	-665.91	249.01	-784.92
8542	a22	669.88	200.01	824.72
8566	world	2732.15	396.81	-166.16
8567	world	2508.18	275.45	400.71
8568	world	-1328.62	214.62	2359.07
8571	world	-2845.68	215.96	2101.38
8572	world	-2448.2	216.66	2199.96
8575	world	-1919.82	270.9	4466.38
8658	a12	367.74	334.59	208.14
8661	world	2267.71	166.81	-2420.43
8661	a18	311.15	129.04	380.16
8662	world	2431.05	158.57	-2455.26
8662	a18	370.86	115.27	377.26
8681	a13	113.28	341.7	-227.21
8682	a13	-6.52	335.37	-33.75
8683	a13	122.3	341.7	-65.58
8684	a13	-8.98	342.51	26.65
8685	a13	-64.79	341.65	58.78
8686	a18	363.63	98.37	39.8
8686	a18	111.26	163.48	-411.3
8686	a18	-25.76	173.74	349.79
8686	a18	-274.06	186.27	-253.2
8686	a18	-407.27	197.5	153.07
8687	world	2656.72	144.12	-2369.9
8687	a18	-244.7	197.32	-66.09
8687	a18	68.98	204.42	-218.49
8688	a18	-274.53	202.91	-167.32
8689	world	2315.89	179.69	-2288.86
8689	a18	-53.49	185.86	-35.27
8690	world	2290.91	190.29	-2205.42
8690	a18	-294.2	180.99	-13.81
8691	world	2517.19	117.83	-2461.99
8691	a18	-238.04	200.86	-368.15
8691	a18	71.87	189.28	59.64
8691	a18	-324.91	188.05	-48.31
8692	world	2084.54	187.87	-2197.68
8692	a18	52.07	170.09	140.37
8692	a18	-148.53	193.96	-384.2
8692	a18	-374.61	193.08	-35.56
8693	a18	-463.95	203.22	-43.26
8693	a18	-429.66	195.99	-363.44
8693	a18	-24.52	204.45	-309.09
8693	a18	195.19	163.77	137.07
8694	a18	79.27	171.68	203.6
8694	a18	-298.15	147.66	59.41
8694	a18	-427.48	192.13	-469.54
8694	a18	97.16	204.96	-170.06
8695	a12	-254.61	341.59	178.84
8696	a12	-301.2	332.59	-90.36
8696	a12	-353.38	341.59	215.64
8697	a12	-78.14	341.59	76.16
8698	a12	141.65	341.59	-47.83
8699	a12	167.04	341.59	163.43
8700	a12	234.47	333.59	50.07
8755	world	1649.81	219.61	689.7
8760	world	-2707.74	381.59	2860
8765	world	-2708.41	381.59	2914.34
8785	world	-1462.47	313.73	-592.03
8785	world	338.29	300.83	-2066.88
8788	world	-1503.56	221.83	4234.05
8789	world	2752.21	218.76	657.7
8790	world	1869.75	240.84	140.82
8791	world	2390.94	220.8	-752.98
8797	world	312.52	221.3	-878.51
8882	a22	-594.69	249.19	-805.02
8883	a21	611.44	180.75	305.67
8884	a22	-668.8	251.63	-494.26
8885	a22	808.19	257.99	-807.41
8886	a22	793.38	317.91	-271.63
8887	world	-2121.2	241.31	3129.52
8888	world	1211.15	220.04	1107.12
8969	a21	320.26	380.64	-533.25
8970	world	1187.5	227.82	749.95
8971	a21	611.38	180.75	203.21
8972	a21	517.92	233.28	191.07
8973	a21	666.26	187.72	513.66
8974	a21	655.89	186	760.01
8975	a21	525.29	184.9	579.73
8976	world	-671.94	219.9	2732.45
8977	a21	567.23	186.92	681.82
8978	a21	346.22	195	585.87
8979	world	-1700.65	222.57	2307.18
8980	a21	107.57	206.95	764.65
8981	a22	860.59	334.26	903.81
8982	a21	571.9	250.49	305.22
8983	a21	637.68	190.15	646.63
8984	a21	830.58	185.23	695.42
8985	a21	222.6	187.01	279.57
8986	a22	313.22	275.56	441.6
8987	a22	529.3	220.16	157.94
8988	a24	-309.45	164.63	-289
9059	world	886.05	227.23	3379.46
9060	world	-2834.67	379.06	3075.83
9060	world	351.09	270.09	3237.14
9060	world	-1515.42	254.17	873.99
9060	world	1412.34	219.61	1358
9060	world	1299.9	219.61	1096.71
9060	world	1398.62	221.56	732.11
9060	world	-762.86	218.98	-1231.18
9060	world	2604.19	234.64	-1854.76
9089	a14	-209.65	332.7	-179
9090	world	1657.8	218.54	-1164.37
9091	a19	50.49	222.95	28.32
9092	a19	-13.71	221.28	55.7
9093	a19	-50.88	222.03	347.18
9098	world	-2831.5	379.01	3107.83
9098	world	437.58	266	3421.33
9098	world	-1468.54	247.97	1154.08
9098	world	1769.41	220.16	696.09
9098	world	-704	218.98	-1233.29
9098	world	2700.92	234.61	-1710.06
9107	a21	734.83	193.41	-448.73
9108	a21	374.89	347.09	-508.94
9111	a21	672.38	194.7	-732.11
9111	a21	349.9	192.32	-748.23
9112	a21	735.3	197.91	-672.39
9112	a21	684.17	187.74	-363.05
9113	a21	676.82	248.31	-345.15
9114	a21	725.17	189.05	-114.48
9115	a21	474.34	190.51	-495.24
9116	a21	731.3	195.96	-19.07
9116	a21	399.18	197.66	-63.52
9117	a21	831.5	196.84	20.13
9118	a21	439.97	185.39	352.33
9119	a21	736.12	185.58	12.14
9119	a21	776.13	202.69	316.05
9120	a21	390.56	268.95	431.96
9121	a21	642.34	186.77	553.96
9122	a21	442.48	191.37	408.29
9123	a21	198.06	339.16	600.08
9124	a21	74.83	195.74	656.67
9124	a21	379.56	185.5	629.19
9125	a21	624.44	185.63	782.49
9125	a21	287.8	187.29	694.27
9126	a24	-30.23	161.28	199.84
9126	a24	-367.18	163.15	454.28
9127	a24	-63.73	161.28	229.39
9127	a24	-393.27	163.15	156.78
9128	a24	138.33	163.14	366.9
9128	a24	-177.41	163.23	302.82
9129	a24	3.45	163.14	383.25
9129	a24	-418.67	163.15	131.84
9130	a24	177.61	163.14	127.4
9130	a24	478.07	163.15	199.26
9130	a24	-35.45	163.21	446.64
9131	a24	198.29	163.21	126.51
9131	a24	311.21	163.14	426.99
9131	a24	-31.83	163.18	458.06
9132	a24	116.96	163.27	-244.76
9132	a24	-302.27	163.15	-12.01
9133	a24	-84.85	163.16	-362.41
9133	a24	-425.23	163.15	-134.21
9134	a24	381.91	163.19	-183.28
9135	a22	-773.69	279.91	-566.13
9136	a22	-687.35	273.4	-642.72
9136	a22	-180.39	249.01	-635.17
9137	a22	-515.79	254.28	-201.5
9138	a22	-67.64	252.07	-567.7
9139	a22	-58.07	252.97	-674.29
9140	a22	-795.73	257.26	-385.56
9140	a22	-147.78	258.18	-349.88
9141	a22	346.06	290.01	-640.47
9142	a22	796.82	257.35	-767.79
9142	a22	427.38	264.19	-655.74
9143	a22	-602.81	496.37	-936.08
9143	a22	-786.47	508.59	-578.43
9143	a22	482.32	414.06	-661.78
9144	a22	380.1	443.29	-235.35
9144	a22	876.8	480.18	-349.84
9145	a22	599.88	252.1	-458.3
9146	a22	525.67	262.91	-303.06
9147	a22	689.2	254.96	-203.45
9148	a22	572.6	215.54	225.48
9149	a22	561.02	212.88	279.59
9149	a22	841.72	163.33	610.67
9149	a22	188.23	270.11	290.54
9150	a23	332.49	608.39	42.88
9151	a23	16.59	610.32	379.51
9151	a23	437.38	612.09	365.1
9151	a23	329.09	608.12	40.97
9152	a23	39.64	607.99	406.37
9153	a23	-207.59	607.81	348.12
9154	a23	-215.74	609.91	234.5
9155	a23	-133.1	606.44	-175.5
9156	a23	-210.77	609.4	-290.58
9156	a23	92.98	608.49	-299.75
9157	a23	-419.67	610.03	-375.86
9158	a23	-174.71	606.94	-403.11
9159	a21	-235.35	173.49	786.57
9159	a21	-366.12	191.33	480.56
9160	a21	-472.42	190.34	553.98
9160	a21	-860.4	211.18	403.82
9161	a21	713.17	178.28	702.52
9162	a21	-492.36	188.86	138.64
9162	a21	-822.63	200.11	72.87
9163	a21	-282.26	199.04	366.05
9163	a21	-24.57	186.34	21.04
9163	a21	-378.56	199.05	64.37
9164	a21	-239.55	204.87	-244.27
9164	a21	-661.34	185.42	-312.61
9164	a21	-38.81	200.36	-551.58
9165	a21	-659.68	308.68	-401.17
9166	a21	-371.4	194.47	-90.53
9166	a21	-722.08	185.44	-160.29
9167	a21	-515.69	185.43	-684.57
9168	a21	-282.52	350.58	-644.07
9169	a21	-705.96	194.06	-961.92
9170	a22	899.61	467.05	396.12
9171	a22	834.38	279.54	268.73
9171	a22	930.28	332.72	596.74
9171	a22	415.46	268.1	314.41
9172	a22	206.74	195.79	806.6
9172	a22	731.31	291.46	523.38
9172	a22	798.07	341.67	914.28
9172	a22	370.8	271.42	483.43
9173	a22	273.42	299.81	677.6
9174	a22	-481.96	492.36	900.59
9174	a22	-132.42	346.71	705.17
9174	a22	480.75	436.22	909.85
9175	a22	-460.13	481.17	-189.4
9175	a22	-894.13	497.71	828.56
9175	a22	-215.61	356.56	474.95
9175	a22	-589.48	480.95	227.42
9176	a22	-460.13	481.17	-189.4
9176	a22	-211.55	372.56	164.41
9176	a22	-589.48	480.95	227.42
9176	a22	391	437.93	163.17
9177	a22	-426.45	292.85	557.76
9177	a22	-574.39	246.19	176.41
9177	a22	-67.69	258.06	712.8
9178	a22	-621.67	251.5	539.22
9178	a22	-130.63	324.47	575.39
9178	a22	-563.48	248.35	228.43
9179	a22	-498.73	340.97	386.56
9180	a22	-118.49	324.16	635.83
9180	a22	-50.42	263.76	185.93
9180	a22	-499.97	244.37	255.5
9181	a24	420.25	163.13	-385.03
9182	a25	365.42	565.99	403.85
9183	a23	-411.62	611.28	247.82
9184	a23	-315.24	607.73	112.46
9185	a23	-399.85	608.62	-363.1
9186	a23	103.33	608.01	-411.22
9187	world	-32.38	262.87	691.14
9187	world	-377.66	218.92	1402.67
9188	world	1009.04	238.52	4560.76
9188	world	693.57	280.14	3705.22
9188	world	-3050.42	220.95	2584.73
9188	world	-3021.53	219.41	3098.85
9188	world	-2154.81	231.02	3352.11
9189	world	-1128.53	525.21	-914.98
9189	world	-2009.2	525.04	-965.66
9190	world	24.3	343.44	944.81
9191	world	-1010.53	219.36	2141.13
9192	world	632.32	368.33	-1224.17
9193	world	2284.61	349.07	744.13
9221	world	-875.92	225.54	-1118.38
9223	a24	341.07	163.14	110.4
9224	a24	435.8	163.14	-57.4
9227	a24	-173.4	170.95	-215.88
9229	a23	-36.28	610.44	-32.31
9230	a24	26.53	163.24	-332.98
9232	a22	-606.32	248.79	-437.86
9234	world	-2023.77	523.95	-1258.84
9236	world	-2007.18	541.88	-1239.05
9238	a26	318.88	371.08	-69.8
9239	a25	-147.23	563.65	15.55
9240	world	-1849.62	533.63	-2229.09
9241	world	-1849.62	533.63	-2229.09
9242	world	2172.56	218.86	3479.14
9243	a23	62.29	611.91	-431.93
9245	a21	706.58	189.67	-314.46
9246	a22	606.83	249.28	-299.87
9294	world	2394.07	220.65	-740.52
9296	a19	-40.13	221.04	325.49
9297	world	-2565.27	260.21	2172.21
9298	world	2217.22	229.83	-1862.66
9299	world	1465.03	229.14	-1766.49
9300	world	1451.5	229.14	-1769.22
9301	world	2497.28	219.52	87.95
9302	world	1351.48	219.61	1375.6
9303	world	2475.47	219.52	106.29
9304	world	2118.07	233.48	-1780.08
9305	world	1815.02	219.61	1359.22
9306	world	-304.16	219.81	-2006.41
9307	world	2621.24	218.8	1240.79
9307	a20	-424.28	218.76	390.08
9308	world	-2831.23	379.02	3105.02
9308	world	516.05	266	3283.16
9308	world	1238.98	220.04	1106.47
9308	world	-760.5	219	-1214.09
9308	world	2649.42	227.93	-1839.26
9309	a22	831.34	170	716.21
9310	a22	-675.09	256.89	-864.87
9311	a11	158.02	308.69	-134.13
9312	a21	890.02	216.72	781.72
9313	a21	807.27	194.24	-444.63
9314	a23	339.45	608.03	-114.91
9315	a21	834.64	203.33	217.91
9316	a21	511.48	268.28	266.24
9317	a21	209.64	185.34	519.37
9318	a21	716.89	179.57	789.15
9319	a22	753.09	291.23	533.02
9374	a21	-583.66	198.16	449.21
9375	a21	782.69	196.03	-445.49
9376	a22	-665.33	249.01	-786.82
9378	a22	668.75	200.01	823
9379	a21	-574.04	186.17	509
9380	a21	789.18	193.41	-394.11
9381	a22	-704.37	249.11	-768.96
9382	a22	785.28	170	725.5
9383	a22	812.58	170.01	724.36
9384	a22	-594.1	249.01	-781.53
9385	a21	862.16	206.56	-470.29
9386	a21	-559.4	199.39	460.63
9387	a21	-529.18	199.56	458.44
9388	a21	808.94	194.7	-403.9
9389	a22	-629.85	249.05	-774.55
9390	a22	649.14	180.01	733.52
9391	a21	-670.27	229.54	408.52
9392	a21	-669.61	229.55	405.24
9393	a21	-601.07	227.21	448.11
9394	a21	-601.24	227.21	451.25
9395	a21	-558.65	228.85	443.73
9396	a21	-561.95	228.81	444.25
9397	a22	-661.39	249.05	-911.15
9398	a22	-666.49	249.02	-909.41
9399	a22	-666.09	249.02	-879.38
9400	a22	-670.09	248.98	-884.47
9401	a22	-671.9	248.99	-900.38
9402	a22	-672.32	249	-895.22
9405	a21	782.43	199.36	-420.46
9406	a22	-619.44	249.9	-784.24
9407	a21	812.82	206.61	-493.86
9408	a22	-671.16	249.23	-763.41
9426	world	2382.25	220.07	-742.28
9762	world	-2821.3	379.01	3113.84
9762	world	275.18	270.09	3435.43
9762	world	-1558.92	255.93	953.16
9762	world	1294.92	219.62	1218.45
9762	world	-702.66	219.11	-1250.2
9762	world	2733.63	230.77	-1733.34
9781	a21	-681.32	209.02	480.14
9782	a21	-654.63	199.99	410.9
9783	a22	782.57	170	676.74
9784	a22	792.77	170	670.28
9820	a21	-577.34	203.47	410.44
9821	a21	824.91	206.35	-394.72
9822	a22	-687.16	254.14	-712.35
9823	a22	775.47	166.51	596.96
9856	a23	332.61	608.03	16.86
9857	a23	14.1	607.97	410.06
9857	a23	430.25	612.09	361.1
9858	a23	-203.6	607.6	347.48
9859	a23	-101.05	607.63	119.19
9859	a23	-411.96	608.61	259.77
9860	a23	-259.61	607.87	122.41
9861	a23	-17.33	610.56	-40.84
9862	a23	-236.18	608.81	-275.39
9862	a23	94.9	608.92	-280.5
9862	a23	-14.45	608.04	130.29
9863	a23	32.9	608.29	-421.77
9864	a24	299.69	163.15	305.79
9864	a24	-17.7	161.28	225.94
9865	a24	422.11	163.15	-85.97
9865	a24	309.31	163.17	422.16
9866	a24	410.61	163.15	-86.54
9867	a24	-60.98	163.15	-343.01
9867	a24	-221.64	163.17	-0.54
9867	a24	152.94	163.28	44.45
9868	a24	-391.97	163.15	-216.19
9868	a24	-86.15	166.29	-94.49
9869	a24	147.57	163.33	-396.44
9869	a24	-439.66	163.18	-432.02
9870	a24	182.52	163.15	-398
9870	a24	-423.77	163.17	-477.79
9871	a24	422.65	163.13	-349.38
9872	a24	-22.02	163.16	345.98
9873	a24	300.72	163.14	392
9874	a24	-283.1	163.29	-333.1
9875	a24	-73.58	161.79	-4.73
9876	a24	-386.03	163.14	-105.2
9877	a24	203.72	170.01	-349.89
9878	a25	103.37	545.88	-298.52
9878	a25	-277.53	566.79	18.21
9878	a25	-199.82	573.8	-313.44
9879	a25	44.95	572.68	-266.14
9879	a25	-265.98	567.12	19.32
9879	a25	-284.42	585	-302.85
9880	a25	49.63	572.72	-258.29
9880	a25	-301.91	566.66	14.39
9881	a25	58.36	572.5	-277.46
9881	a25	-292.49	566.38	21
9882	a25	69.32	563.65	-139.9
9883	a25	14.65	563.65	153.67
9883	a25	318.96	563.65	-269.71
9883	a25	-308.55	563.65	192.9
9884	a25	14.68	563.65	149.22
9884	a25	336.51	563.66	-287.01
9884	a25	-309.75	563.65	191.17
9885	a25	-263.67	563.65	305.6
9885	a25	57.3	563.65	194.37
9885	a25	369.35	563.65	52.76
9886	a25	321.17	563.48	271.07
9886	a25	-157.67	563.65	277.15
9886	a25	106.92	563.65	-175.36
9887	a25	300.33	563.65	-8.06
9888	a25	-194.69	563.66	378.62
9888	a25	-105.82	563.65	57.44
9889	a25	150.63	563.65	349.88
9889	a25	-187.4	563.66	381.9
9890	a25	300.63	563.48	296.49
9892	a25	341.17	565.99	368.35
9893	a26	35.32	365.79	-274.64
9894	a26	-201.35	365.79	-223.11
9894	a26	138.07	365.79	-216.01
9895	a26	123.76	365.79	-173.36
9895	a26	-205.56	365.79	-213.44
9896	a26	-247.45	365.79	-216.49
9896	a26	209.5	365.79	-152.12
9897	a26	-278.12	371.09	-9.08
9897	a26	204.62	365.79	-163.36
9898	a26	-327.01	365.79	-63.33
9898	a26	209.63	365.79	-231.12
9899	a26	-293.3	371.09	-34.89
9899	a26	32.85	365.79	-158.92
9900	a26	81.09	371.09	-54.94
9900	a26	-225.32	371.09	-69.41
9901	a26	-7.49	371.09	-113.69
9902	a26	74.38	371.09	-101.94
9902	a26	-227.98	371.09	-51.29
9903	a26	26.21	371.09	-20.34
9904	a26	-34.54	371.09	-40.35
9904	a26	323.2	371.08	-57.79
9905	a26	19.34	371.11	38.89
9906	a26	1.22	371.08	223.75
9907	a26	22.01	371.09	320.2
9908	a23	419.31	612.09	365.93
9909	a23	47.01	609.63	434.51
9910	a24	-459.5	163.24	-459.3
9911	a25	-95.4	602.27	-148.94
9912	a25	25.82	572.72	-285.43
9913	a25	61.4	563.65	-140.51
9914	a25	361.31	563.65	59.04
9915	a25	-219.32	565.75	354.49
9916	a26	147.54	356.91	-87.32
9917	a26	-259.18	388.24	-4.06
9918	a26	23.15	371.08	246.75
9919	a26	-140.26	375.4	259.45
9920	a26	170.01	371.11	267.51
9921	a21	-632.44	207.8	585.94
9922	a22	292.23	227.16	767.37
9923	a22	-362.33	482.8	-23.6
9924	a21	-489.02	190.32	-623.77
9924	a21	154.82	426.46	-719.71
9925	a22	-800.53	249.52	410.98
9928	a21	-684.87	234.83	471.85
9945	a26	22.23	371.09	313.82
9947	world	-2740.79	217.02	-549.09
9950	a22	817.68	170	663
9953	a25	-227.04	604.61	-250.34
9958	a22	-345.18	216.8	-340.71
9959	a21	786.57	202.38	337.4
9959	a21	730.01	190.15	32.26
9960	a22	332.68	253.81	-250.01
9961	a21	-551.38	262.01	-383.16
9962	a21	366.97	212.92	-174.21
9963	world	-2514.82	233.4	2234.69
9970	a24	125.54	163.14	-245.44
9999	world	-2508.03	603.2	-1735.75
10002	world	-2407.46	219.22	3001.23
10002	world	1622.64	219.89	1488.27
10002	world	1070.41	221.9	1105.92
10003	world	1609.77	219.8	1491.26
10003	world	1063.1	222.19	1120.57
10003	world	1677.52	219.94	535.87
10004	a22	-124.78	270.1	-693.05
10005	a21	326.88	192.9	614.77
10008	a21	-618.37	356.88	770.01
10009	a22	359.27	270	-231.53
10010	a22	803.68	170	665.84
10011	a21	426.29	349.39	-533.77
10043	a21	-597.85	305.33	663.31
10044	a22	384.54	269.92	-227.43
10045	a22	452.23	293.16	634.24
10046	a21	65.32	222.41	527.94
10228	world	-2821.32	379.02	3072.98
10228	world	358.08	266	3391.72
10228	world	-1466.64	247.01	1199.7
10228	world	1306.09	219.62	855.2
10228	world	-764.6	218.98	-1248.23
10228	world	2679.14	228.01	-1748.82
10292	world	601	217.59	-233.64
10292	world	361.88	220.59	134.44
10293	world	2262.63	218.69	2578.69
10293	world	2066.07	219	3060.65
10294	world	-2740.48	522.36	582.87
10294	world	-2471.8	465.91	1172.71
10295	world	976.91	218.18	-2085.1
10295	world	876.46	219.4	-2429.15
10296	world	1750.38	218.05	-948.35
10297	world	2530.13	222.58	-185.75
10298	world	-2069.1	216.06	4270.57
10298	world	-2386.67	217.72	3653.31
10299	world	-2739.21	523.95	-1346.94
10299	world	-2244.87	523.93	-1167.87
10300	a21	-150.13	185.21	-312.2
10301	a22	-485.81	249.11	642.37
10319	world	1326.02	219.61	1074
10322	world	-1540.24	261.37	1011.35
10330	world	-1879.51	234.69	3338.87
10334	world	-1479.82	239.62	3087.64
10334	world	-1822.44	224.58	2733.84
10334	world	-1804.87	232.48	3198.37
10335	world	-2065.42	224.04	3346.87
10335	world	-2062.15	219.81	3011.3
10335	world	-2583.11	220.1	2741.4
10335	world	-2258.31	298.43	2708.84
10335	world	-2390.75	224.8	3207.87
10336	world	-2718.73	221.35	4098.35
10336	world	-2262.24	258.94	4393.29
10336	world	-2838.85	219.78	4441.96
10336	world	-3033.58	218.17	3991.32
10337	world	-2394.21	219.04	3935.87
10337	world	-2319.86	250.64	4467.97
10337	world	-1974.84	235.92	3811
10337	world	-1513.52	226.37	3758.31
10337	world	-1436.65	218.44	4334
10338	world	-1704.55	236.97	2782.02
10338	world	-1346.31	234.59	2617.01
10339	a21	765	194.08	-511.76
10340	a21	764.46	194.36	-505.35
10341	a21	766.95	193.48	-520.43
10342	a21	766.03	193.81	-529.31
10343	a21	761.99	195.82	-537.1
10344	a21	757.55	197.47	-544.61
10345	a22	750.28	163.14	605.87
10346	a22	755.29	163.15	602.66
10347	a22	745.08	163.15	610.11
10348	a22	741.12	163.15	615.06
10349	a22	737.48	163.15	621.39
10350	a22	734.7	163.15	625.66
11119	world	-27.49	221.4	-2366.71
11124	world	-2610.56	313.4	-191.44
11132	world	1464.62	219.6	788.06
11133	world	1235.85	219.61	1008.6
11134	world	459.92	219.02	203.89
11135	world	463.18	219.02	203.9
11153	world	321.8	222.78	70.76
11157	world	233.64	219.09	2858.19
11157	world	-1461.02	246.58	1366.88
11157	world	-303.09	218.01	-911.04
11164	world	-1162.55	220.91	4130.33
11164	world	-1037.85	221.39	4525.13
11164	world	-1462.43	221.56	4460.37
11164	world	-829.81	228.96	4015.81
11209	world	234.31	219.2	2854.82
11209	world	-1461.17	246.59	1369.89
11209	world	-305.06	218.18	-913.45
11225	world	-2517.51	216.67	4109.57
11226	world	-1506.32	221.64	4242.76
11227	world	-753.59	231.93	4230.39
11228	world	996.73	219.37	4135.81
11229	world	1391.24	234.91	4045.2
11230	world	2663.49	252.09	4186.26
11231	world	-2832.57	379.07	3099.09
11232	world	-1250.42	311.37	2956.74
11233	world	-685.31	219.9	2769.43
11234	world	332.86	270.13	3373.27
11235	world	2273.38	221.03	3533.75
11236	world	1648.29	234.11	3274.32
11237	world	2387.32	219.06	2831.21
11238	world	-2711.41	218.01	2047.07
11239	world	-1643.44	217.86	2314.28
11240	world	-278.41	223.78	2133.06
11241	world	296.92	221.01	1896.04
11242	world	1812.5	284.9	2136.97
11243	world	-2814.87	534.89	910.77
11244	world	-1534.37	258.62	973.07
11245	world	-283.53	300.78	689.65
11246	world	227.21	221.61	956.99
11247	world	1639.7	219.62	1347.59
11248	world	2771.11	218.83	667.16
11249	world	-2742.86	523.01	405.26
11250	world	-1941.82	221.19	-153.65
11251	world	-869.08	539.94	365.35
11252	world	-91.42	220.34	-320.36
11253	world	508.95	221.63	181.16
11254	world	302.63	326.04	-133.58
